u1,u2,u3,u4
3.137734537118172518e-02,3.453523182171319011e-02,4.024853182087609338e-02,3.908294316836612853e-02
3.320264471798556327e-02,1.776233281257658808e-02,4.442712594106296153e-02,1.391712801858238820e-02
1.172914492095472778e-02,4.221937926093662086e-02,1.591614920210255094e-02,3.409654945021362016e-02
3.927726546878253927e-02,1.257052405599322874e-02,4.120068112044069503e-02,1.893849533298343907e-02
1.575326607466926224e-02,2.455795507620218282e-02,2.352838437798128457e-02,2.303021648320800752e-02
3.126193356961276537e-02,4.073225313089637312e-02,4.148274450918877643e-02,2.262934919019079713e-02
1.263698329271964980e-02,2.339162588224843672e-02,3.743132189751099265e-02,1.752731581984680320e-02
2.891739360509240631e-02,1.561676609021752857e-02,4.233979252749225236e-02,3.013172746137540714e-02
3.673159655661242112e-02,2.008385916218017112e-02,3.794438199430284070e-02,3.738399536784468152e-02
4.738583876338185730e-02,3.079515015370088565e-02,2.432112187779875839e-02,1.178573421808615240e-02
4.083335654984741186e-02,2.358777004309681180e-02,4.187873252081768943e-02,2.882504607105405847e-02
1.610476993806166796e-02,3.761747581825829190e-02,3.018591281253783093e-02,2.423393741677953503e-02
1.841301639810934837e-02,3.614256055086304681e-02,2.388817840806734677e-02,1.506271306814679217e-02
4.385948910070112255e-02,2.962325314519065333e-02,4.437514599287267075e-02,2.676736409656167021e-02
1.801413230302953417e-02,4.413751525180055479e-02,4.576394685306434812e-02,1.521663568154324811e-02
4.411450716060540123e-02,1.115248434472495068e-02,4.834691620285978125e-02,4.504870094465063257e-02
1.152131539180336478e-02,2.677310700598217741e-02,2.523413699943237443e-02,1.477541544189042537e-02
1.345894211334606669e-02,3.311246625324219123e-02,2.647825778202234775e-02,3.619882897821933426e-02
1.262897037634164339e-02,3.686538366119791743e-02,4.235867623997240788e-02,3.011089536608531347e-02
1.061973029517368668e-02,1.453038640430326725e-02,4.163556621531635388e-02,2.266203217680025361e-02
2.314107988257347454e-02,1.272718587600887505e-02,2.645676882570646704e-02,1.339192147813021705e-02
2.406561929513330311e-02,1.366580855609463713e-02,3.903670804565088220e-02,2.654168006443763383e-02
2.156676648355149509e-02,2.987745076095462554e-02,2.581064475141346681e-02,2.053804735581424637e-02
1.762714314737040544e-02,1.431594992744501978e-02,3.951591631145765643e-02,3.281247994070723289e-02
3.397455414884314323e-02,2.278476557677597270e-02,2.565699803130176704e-02,3.896326997656962554e-02
1.413689307789943103e-02,2.463346597251367398e-02,4.509109753787089725e-02,4.966978359447871139e-02
4.028868719860853598e-02,4.942012565825718018e-02,3.645122037348176580e-02,4.707754999256295869e-02
4.749631791856680912e-02,3.148093150499185755e-02,3.953524521903985928e-02,1.410916682623358787e-02
2.482638994652228842e-02,3.371096050405229805e-02,3.689589552590649690e-02,4.286599638245165017e-02
3.526598331252320251e-02,2.374770276350075121e-02,3.317278240095083985e-02,1.214685862473191720e-02
4.671331267310498137e-02,4.391690788414757268e-02,3.374536934317994008e-02,3.277252500400332919e-02
1.451947809841247147e-02,2.526673175205661551e-02,1.397526015091649434e-02,1.057418374423208830e-02
1.698301588215151217e-02,1.662614399990680267e-02,1.578124753699752802e-02,2.557814790422330981e-02
1.339827926819272402e-02,1.857309270901943282e-02,1.862277561603008919e-02,3.313615115542409284e-02
4.447976639451321074e-02,1.367825675089908398e-02,3.878600179691838595e-02,1.602503582860343931e-02
4.085857586403507380e-02,2.539067584592763493e-02,3.401653898073035004e-02,4.950057391934566814e-02
1.810913604581635555e-02,3.745216942267617921e-02,4.711514102171189544e-02,4.022094236844060700e-02
1.398084648582069781e-02,1.198352480193187568e-02,3.702780330955334626e-02,3.647826945644105229e-02
4.760114034696886348e-02,3.053386353077226778e-02,2.828072322103643982e-02,2.478811250666838537e-02
2.206502760539886393e-02,4.965366129788879174e-02,3.930677629084294855e-02,1.936419572850879914e-02
3.095164387342777546e-02,3.771216751072448831e-02,2.151509099826250798e-02,3.021439089855904037e-02
2.241462454936097790e-02,2.058581406107107964e-02,3.791163695809453976e-02,3.726311125306171201e-02
3.808647854413607647e-02,1.312824007983683962e-02,1.062658280607682061e-02,3.315734042210689847e-02
2.484721652258539693e-02,2.133225708748875266e-02,3.063002321566069691e-02,4.811285322353263394e-02
1.629673408770869816e-02,2.053553133120101029e-02,4.160200576099524344e-02,2.159060825289768615e-02
2.277443925504856262e-02,1.391574771846873504e-02,4.523835379795931866e-02,1.065509619046264497e-02
2.263692163086403544e-02,2.941275403419078144e-02,3.363876030816471963e-02,1.946959699942290081e-02
4.108658839583763378e-02,4.382634399677352854e-02,2.521646460204474485e-02,2.794438551903431767e-02
4.620779796151845698e-02,3.151726206694478727e-02,2.478072556299789828e-02,4.715317896970810246e-02
1.294595358104129110e-02,3.576175592424819805e-02,1.920660109766146595e-02,1.103192930822549309e-02
1.074825639254599167e-02,4.001774373425120990e-02,3.726946520929014239e-02,3.319712699843808956e-02
3.111563564783454555e-02,4.647186782919493497e-02,4.072362095047154379e-02,4.148366602950745441e-02
2.650957926747967569e-02,3.919779961663198004e-02,4.599131884769080969e-02,4.182943720848246449e-02
3.873370696444386474e-02,2.067191848703277268e-02,2.041214209940844099e-02,2.111474453284911332e-02
3.188399371016178291e-02,2.084654370813524699e-02,2.997007799730290467e-02,2.202749716405642127e-02
4.246422522115303466e-02,4.982894185809345206e-02,4.406796587064994164e-02,4.306155494546393125e-02
3.888553855953288951e-02,1.003269598310266991e-02,4.349839870122400309e-02,1.613669117601671671e-02
3.932910370043584541e-02,3.686073898828712975e-02,2.766944888302281386e-02,4.877306900997534916e-02
3.512511101783041823e-02,2.715399750470021828e-02,2.744936765845313459e-02,1.850384757077749853e-02
2.186153841850323187e-02,1.423308820958488902e-02,1.428383770474066228e-02,4.500407265350515884e-02
3.819686401581567220e-02,4.532645356108180174e-02,2.545484577846423430e-02,1.067845588227902404e-02
2.760820180731136247e-02,3.008769642294666785e-02,4.111504958960434525e-02,4.122467562360278281e-02
1.272216542626581660e-02,1.331567273907021537e-02,1.490773087364133040e-02,4.514979154148197199e-02
1.826216995857395456e-02,4.187720257728538148e-02,3.556860473204057765e-02,3.836617452931398442e-02
3.043541884901350414e-02,4.877928838703220887e-02,2.693551731193968846e-02,1.617406386485241432e-02
2.096476501530174924e-02,1.456424733258424378e-02,4.469936041475867233e-02,2.301986957435675496e-02
1.710099373921626295e-02,3.831722341290155764e-02,3.125656092836356925e-02,3.901156505738226365e-02
4.384701926457378052e-02,2.137302886361944210e-02,1.922225361800183885e-02,3.283296769110298496e-02
1.480708384668745492e-02,1.327482283867042513e-02,3.150045176015865006e-02,3.362850118686076806e-02
2.150665496996196496e-02,2.725056249682824422e-02,4.461810499583295647e-02,4.258691120788507534e-02
2.071415447465172616e-02,2.484183315608502751e-02,1.993225178485530727e-02,3.031604613735230241e-02
3.458634675645105849e-02,1.854948325460396147e-02,3.192059405423998408e-02,2.885767034544867854e-02
1.927975232901917371e-02,2.773590265894255308e-02,4.772145070394109151e-02,1.404068841180689843e-02
2.643257703842193801e-02,4.103724225906072581e-02,1.363543595487933663e-02,4.120637475264742056e-02
4.854957326167683856e-02,1.452167139238308945e-02,4.425161417560179167e-02,4.203450297974958144e-02
4.072376849862326814e-02,4.128218415617405240e-02,1.307794358445427130e-02,4.695627549590137423e-02
3.565713425479222903e-02,2.024997191910989786e-02,4.891391756554427234e-02,2.862306007734429641e-02
3.837527414603852938e-02,3.775320738976668811e-02,4.135296021034205044e-02,1.855238403855623622e-02
4.515349190241131627e-02,1.131762453282276343e-02,3.909589597641369152e-02,1.042294364862958282e-02
4.100653064146499160e-02,3.306873435865084754e-02,3.395086950225025685e-02,4.384683780952038090e-02
