u1,u2,u3,u4
4.147249697699762622e-02,3.827842369068994860e-02,3.828406471105795517e-02,3.929150008582063536e-02
2.230623761161668744e-02,3.221733935131512738e-02,3.297655721335963908e-02,1.363077179821574163e-02
4.405582480066668610e-02,2.683338555756818039e-02,1.516207101208861055e-02,1.574025136782049999e-02
2.719282897441145652e-02,4.056325395641239423e-02,1.821712107214438353e-02,4.839768172651742750e-02
3.939105113111074363e-02,3.656519605385336047e-02,3.059201778848654601e-02,1.259553997975463614e-02
4.857124425835468440e-02,1.401175452387166953e-02,3.680151821359705505e-02,3.364679488152180764e-02
1.834775875340721382e-02,3.984941191337846439e-02,1.577183120274116071e-02,1.742762479865079400e-02
3.961060391326201580e-02,3.303554313369978096e-02,2.754644864910806706e-02,2.340341799513999399e-02
1.216320159610979022e-02,3.553892787577386109e-02,4.364472819105177231e-02,3.645596475033673761e-02
4.243682138453028913e-02,4.290726175867041331e-02,3.664266673320205892e-02,3.719779048283099882e-02
4.777453228834994958e-02,2.415326244686257992e-02,2.308943776308211571e-02,4.733948589539464791e-02
3.100650803328014460e-02,2.582324160589408168e-02,4.687192238322045179e-02,1.170400268898232066e-02
4.050472505462741901e-02,3.285978238492737180e-02,2.075726676215888453e-02,2.443315826899513515e-02
4.297465576345618765e-02,4.249275546038396717e-02,1.655042644731091750e-02,1.232304212535953111e-02
2.232334144871041259e-02,2.573665426428250330e-02,1.795283084554191722e-02,1.337251973538569616e-02
2.245809380851665482e-02,4.329367251788327625e-02,2.193582216177565603e-02,2.121397505674824102e-02
4.585619802120612098e-02,3.749532645967272593e-02,3.195766330945092049e-02,2.360546842027313325e-02
1.921532769869326376e-02,3.491888410910224533e-02,3.182894980225145498e-02,1.949285983684164586e-02
4.503106030273434923e-02,2.729666045203792829e-02,2.372619902590670030e-02,2.910817231170215180e-02
1.881044490139362896e-02,4.636343820691980755e-02,1.896519418273635849e-02,4.473325471131638087e-02
1.612136735073042837e-02,4.431413854000215702e-02,1.439015212769428204e-02,1.151338174789286878e-02
3.704608826531681498e-02,3.519225367654876813e-02,4.585652499229637274e-02,3.523779873021001818e-02
4.198264942142163059e-02,2.997079835794323743e-02,2.196534406766127712e-02,3.820095297982574467e-02
2.608178552980566084e-02,2.051457570446724860e-02,1.334821119599940292e-02,3.819905871595421359e-02
2.952083876431762371e-02,1.756689645571037420e-02,1.729648687461576850e-02,3.765893364919508518e-02
1.191953113451574460e-02,2.565816018261688619e-02,4.490502989786738369e-02,3.239285568610775906e-02
3.752554254232601944e-02,4.559645977983618759e-02,4.696491452716081150e-02,2.110344356095620114e-02
1.253843222995811371e-02,1.734740482851536772e-02,2.958194533562683720e-02,2.296894113882064214e-02
2.581080931484500129e-02,4.307942080304639348e-02,1.078121170458697445e-02,2.719107933667218313e-02
4.641106085394919312e-02,1.707442034367894629e-02,3.461789003595912295e-02,1.731265109789537071e-02
2.349047149280861918e-02,4.519630588190479137e-02,2.788129409570637429e-02,4.631689953685083627e-02
4.771618259862360489e-02,3.204577063297218975e-02,3.500927690003485110e-02,3.729107516493636310e-02
4.170476724891036130e-02,2.878406585113828242e-02,2.500991932151985092e-02,4.345279715008688870e-02
4.417669989144632631e-02,4.024198029236603774e-02,3.695086023302635719e-02,2.738125241700560542e-02
3.037179126445638255e-02,2.524960283406556955e-02,1.182263645833297842e-02,4.569286509569674831e-02
1.684573034090150814e-02,4.948648051034298945e-02,3.019031803350216703e-02,3.808880009233606145e-02
2.809119582675392163e-02,2.018302561449662400e-02,1.510595847608843696e-02,2.153522886698606281e-02
3.112125895256803026e-02,4.049907650447507473e-02,1.203956929609780596e-02,3.131792732790327632e-02
1.587203276180164727e-02,1.876613681126004796e-02,3.115662863342490846e-02,2.784486419670754997e-02
3.623682567004641447e-02,2.089563752197085705e-02,2.520473868161385994e-02,1.394245351388501489e-02
4.114884539113953382e-02,1.167665462018934591e-02,2.395216285387048033e-02,1.174025407696404830e-02
1.987711192680763003e-02,3.201846367376642855e-02,2.946907234957642230e-02,4.008438711708726260e-02
1.104954314030671091e-02,3.614584368727263158e-02,2.626838054201920125e-02,3.697378447333769108e-02
2.638158284235650464e-02,2.677758036151291904e-02,2.146518779430896251e-02,2.475132665973998197e-02
2.220521757898393650e-02,2.398380730408706391e-02,1.797965243231928328e-02,3.941372125254689190e-02
4.668344335189890393e-02,4.424133765744867747e-02,1.648905065197484726e-02,2.516425825476800368e-02
4.128334501441336540e-02,3.398839806927093227e-02,4.162214203449518535e-02,3.985453928040542243e-02
2.252005823439587329e-02,4.272053254310761300e-02,2.772358106859212218e-02,3.190918339868451664e-02
4.610685277292326384e-02,1.892725072076024279e-02,1.893588172129659353e-02,4.298761430080343116e-02
2.027238163538706492e-02,3.993654325912513597e-02,4.463554065790546754e-02,4.040381328687618623e-02
1.599608272875031878e-02,2.778240082639797659e-02,3.049835739053654432e-02,3.137490792979267390e-02
3.949764428276953537e-02,1.834458538291197649e-02,3.080945225521723729e-02,2.052162945346272527e-02
4.646282974074056327e-02,4.384587244676532714e-02,2.222434188415285672e-02,2.816290558052202131e-02
2.044589196019310981e-02,3.167751180153233204e-02,4.823029883945580132e-02,1.125399346539280795e-02
3.573716350141616094e-02,4.321503840466428548e-02,4.109886797445897605e-02,3.436373510403047116e-02
4.021553190597342703e-02,2.692650635462250780e-02,4.662244780792275389e-02,1.527492460108653867e-02
1.402660780584237890e-02,1.372446009348569050e-02,3.947514950899111419e-02,3.044245775172882418e-02
3.444721459227848004e-02,3.451919299534202124e-02,2.115717550825546578e-02,1.406432598993857808e-02
3.117504118103268246e-02,2.349709965494303082e-02,1.709132729188627894e-02,4.494011385801911090e-02
3.453873217410122903e-02,2.830965015044931837e-02,4.664237827596545705e-02,3.457345110450600612e-02
3.358164860322775808e-02,3.050655396886112203e-02,2.919269433686552673e-02,3.738591886861163810e-02
3.197792978026194055e-02,1.767615342422313232e-02,3.457260011397796096e-02,4.653625213297274410e-02
2.309707971009907629e-02,4.344892139787693425e-02,1.760405299864106765e-02,1.428001423484353931e-02
1.224543954820670952e-02,3.509862863402093275e-02,2.894508691269577494e-02,3.687010329656809082e-02
1.493238938544643596e-02,1.261344358541021879e-02,4.349256419587900491e-02,4.153065725759990529e-02
4.893326005478194907e-02,4.357187108970670547e-02,2.024843732221513412e-02,3.310746611321062349e-02
3.164946585079390917e-02,2.499347271634992998e-02,4.975799651556472858e-02,4.449023276444943192e-02
4.320413713931724881e-02,1.752231118595516668e-02,3.317957900654064374e-02,1.945646085546258452e-02
3.504637403674793622e-02,4.851306809642652595e-02,4.930548475950022325e-02,3.329239232459634684e-02
2.720414393662743541e-02,3.344713109333258966e-02,3.872170584056595921e-02,2.288991119349700898e-02
3.850624833962541099e-02,3.578918230059573158e-02,4.292658798992926572e-02,4.194285842056898195e-02
4.568675511699787223e-02,1.278092170886149445e-02,4.759174416620082920e-02,2.544778048018363908e-02
2.301908942445332965e-02,1.818366987100138166e-02,1.058691563944978362e-02,1.500952102711675465e-02
1.203062094368283902e-02,1.776447264176709423e-02,1.735360045855456612e-02,2.174651293742670133e-02
2.578182099831526075e-02,3.732278303436029065e-02,2.225812666136719326e-02,1.254757284719501542e-02
1.860201469143756697e-02,4.062838467402866277e-02,3.077561059910183944e-02,3.409758219738030782e-02
1.441690126275371742e-02,1.700016660418080666e-02,4.912547016193543475e-02,1.398176079711812778e-02
3.941827095948125664e-02,1.019396883647165006e-02,2.289773875876793124e-02,1.433994003461626365e-02
1.997308801565290948e-02,1.567512307745695319e-02,4.804879857258658599e-02,4.905818113872633529e-02
4.252926414477598005e-02,4.271778220112727037e-02,3.998534365232177951e-02,1.768619825521650438e-02
4.072350439481346035e-02,2.429376441180049195e-02,2.479354272882602211e-02,1.597458017136035163e-02
3.241997018846428519e-02,2.098213822636063944e-02,2.470137860826419895e-02,3.350767275984178895e-02
4.348019227445812374e-02,3.944681728981014324e-02,4.183455491485667255e-02,4.288916118903746827e-02
4.150535350341914842e-02,2.321839511808812193e-02,4.157882031938112816e-02,1.882910926657854409e-02
2.606912522192159076e-02,3.209211413030771398e-02,4.290672765993989307e-02,3.234241612415803685e-02
3.073984643538463929e-02,1.826564588888840088e-02,3.046246488733848901e-02,2.618106635774767460e-02
4.125189942578780938e-02,1.137201511759547770e-02,4.050919757348819816e-02,2.510076789389185242e-02
2.777353512684432868e-02,3.432520252765141472e-02,4.984837784231031105e-02,2.082331662479322901e-02
3.138445597552825400e-02,4.613400294744388064e-02,2.619008739349956705e-02,2.403785315827144248e-02
3.882389939746727636e-02,2.651157983112636257e-02,3.813820286659747039e-02,2.027105506867289686e-02
4.827742675908192060e-02,3.682244455252042803e-02,3.429232414578754079e-02,2.916399577537923810e-02
2.736775265695721993e-02,3.219699217571669880e-02,2.039371428350591695e-02,4.002193621038895727e-02
4.043321330267499181e-02,4.483216456295284480e-02,4.890542261431080062e-02,3.424241306330837870e-02
4.712557602822887992e-02,1.654687545759176565e-02,3.268485178987922540e-02,1.191026710138006796e-02
4.726767956542697602e-02,2.560787434384557623e-02,4.723669437022208484e-02,3.938076988102754555e-02
3.717841319118390941e-02,1.359952798521437897e-02,4.423811125130333588e-02,3.973268681840518707e-02
2.113530908829849148e-02,1.415865074483239200e-02,1.320952034836715867e-02,3.291079353963783510e-02
4.231174139418838326e-02,1.831994267019958905e-02,1.542589741428449998e-02,1.939717216410011616e-02
3.527974143668943102e-02,3.981996352849518500e-02,3.929124325606118268e-02,1.544936261542431688e-02
4.103622430328351250e-02,1.798592191670110932e-02,1.946084726541078697e-02,2.107643789902023668e-02
1.373035864903001703e-02,2.892387683696790585e-02,3.926544778131661056e-02,1.102439157352248268e-02
1.523944676395649379e-02,2.446894545986074906e-02,4.657102198104859370e-02,3.035208418926169799e-02
3.791825959112747613e-02,1.751019707639584963e-02,3.524739890639961432e-02,1.045477476666121196e-02
2.633614561218513422e-02,3.919681425901183625e-02,4.589443938768864722e-02,4.114667209898831973e-02
2.468388229415600585e-02,4.802475665955002054e-02,1.225432483607302898e-02,1.878125910405947785e-02
2.042728713505598953e-02,4.779052448837806111e-02,1.206585527624958430e-02,1.348197411408371023e-02
2.209799615501504763e-02,1.501527049210141240e-02,3.309418798909728038e-02,2.771341454971901902e-02
2.293544329467296639e-02,1.459367960347631235e-02,1.566778543302114676e-02,1.558383158769804412e-02
1.941696491665018467e-02,2.553480274853761611e-02,2.820224373361060466e-02,2.208946555912381579e-02
4.905801613029035779e-02,2.202278272804677681e-02,3.261460508892481680e-02,3.369827622878018153e-02
2.008698490177088930e-02,2.923732110183331623e-02,1.546846748487361312e-02,2.328495525178072428e-02
3.820750638199123250e-02,3.587000779331445122e-02,2.972860145944970778e-02,3.197915739637089555e-02
2.948630964960415740e-02,2.246131490067398637e-02,2.100288164051883344e-02,3.281190389585141032e-02
3.416580010656154742e-02,3.746572351076639384e-02,2.585115094505358729e-02,1.005539579408297642e-02
4.757057450051192793e-02,2.364059700656245822e-02,4.412190640513700968e-02,4.437364782322724549e-02
4.286297217511354091e-02,3.903268652185166304e-02,2.567132645750670739e-02,4.359925673965223819e-02
1.195034779082142923e-02,3.070077993003908490e-02,2.910859621982021112e-02,4.162925550306636330e-02
1.851703470144638874e-02,1.309655222007274911e-02,1.748196132644398368e-02,1.745086871161001529e-02
2.174261926296832542e-02,4.490183513177622293e-02,1.029551089246787121e-02,1.089769777577309119e-02
3.601190826841123294e-02,1.621420117274702949e-02,3.942373227938881369e-02,1.120473841311492129e-02
2.947391930461931014e-02,2.276806840025526885e-02,4.279368994841597357e-02,1.963110831919470667e-02
3.810253257639818064e-02,4.625334600983828370e-02,4.257062792701919035e-02,2.492760548372791735e-02
3.152706648277951024e-02,3.262478123572245398e-02,3.376127762250160508e-02,1.605493142688961192e-02
1.563236269906682560e-02,1.541452578450263136e-02,2.601871556559839926e-02,1.333405991422588997e-02
4.465076144541449410e-02,3.289337085192842181e-02,3.668094498712860807e-02,4.977490512858810667e-02
4.086761171561220651e-02,1.728037009173710725e-02,1.816723827384364442e-02,1.197906617510594712e-02
4.068554891344188656e-02,2.939722368469029068e-02,1.723643324790959802e-02,4.764444178640833000e-02
4.663306831063315089e-02,2.615424395230273730e-02,2.756167010837244635e-02,4.208531911988633301e-02
1.436216447437106865e-02,3.830480720873399858e-02,1.910402683002412894e-02,4.752769040726241567e-02
3.709093547023520343e-02,1.915008053823116785e-02,4.517476453973215400e-02,1.052692167106513907e-02
4.527034077809897333e-02,2.935568539823758816e-02,2.183989053850180634e-02,3.481671939952020456e-02
2.086670247630897229e-02,4.496895269837274806e-02,4.315091560897034439e-02,3.896451958474250743e-02
3.533171033012529744e-02,1.975486235110949021e-02,4.439864443255736592e-02,4.543031753100371106e-02
3.376145508655200439e-02,3.455409896757071636e-02,1.192173377180482524e-02,4.824274338727237849e-02
1.485855475345408683e-02,2.009221760256866759e-02,2.118286424330757811e-02,4.171468566793120475e-02
4.507531148775736907e-02,2.382364989115361154e-02,3.724744323018017167e-02,2.813091339349194087e-02
4.491231677397600902e-02,4.124086573771931774e-02,3.227241618827918213e-02,4.894622269136948006e-02
1.970632550716096970e-02,3.366864572667269823e-02,3.824321563339058705e-02,2.956103602608385617e-02
4.792221556648276065e-02,3.769914409861800653e-02,2.121097862946396545e-02,4.488571839470159586e-02
2.258309200694744862e-02,4.606622103386372180e-02,2.016297829756802384e-02,3.927179646255317402e-02
1.868106878820736949e-02,3.224890360298619807e-02,3.370768381573727157e-02,3.150647310286828345e-02
1.662302881733768861e-02,4.401734724789407860e-02,3.484419696444444187e-02,3.834150139783484151e-02
2.074131233133227545e-02,4.091784314770334496e-02,2.768235684474472380e-02,2.079647503427747846e-02
3.050778264841634557e-02,3.883696595980493105e-02,2.999119417090977818e-02,3.902893126340109542e-02
3.413646995329062961e-02,4.167904244199190089e-02,3.769178856067498251e-02,2.195831118784652425e-02
1.241262892602653170e-02,2.370529043301378147e-02,2.316048089733208776e-02,4.830199683841817498e-02
2.903082163715745706e-02,2.361235477482930348e-02,1.634705841001475590e-02,2.199122248552094067e-02
2.674228111378790240e-02,2.633409627358954119e-02,3.108567913007443534e-02,1.486115385349966872e-02
4.521193334194441998e-02,3.934082060603297931e-02,4.465282788310004358e-02,2.837422044067264976e-02
3.068438280507904820e-02,2.517683455086990041e-02,3.744253399316985198e-02,4.608687818057601027e-02
1.052907351087507826e-02,4.130698127576995504e-02,4.683589492009985339e-02,3.546579952715687295e-02
2.803426295118954109e-02,2.697779075948554539e-02,4.096414927125651556e-02,3.227710955020084149e-02
4.880571368818732714e-02,3.001429816349964613e-02,1.590292122228113142e-02,4.189253266315113439e-02
3.847325802186939148e-02,1.470350353361454462e-02,4.125189045255910764e-02,4.055736090517019637e-02
4.190222094399714131e-02,4.930458240211185034e-02,4.877213363512004907e-02,3.248310866792034068e-02
2.695637279144210557e-02,4.041490892990926009e-02,3.145318589722585767e-02,1.683811897494707360e-02
4.734274308342616144e-02,3.438547315594225190e-02,3.854107756345048763e-02,3.479309948211434245e-02
1.415531679249898769e-02,4.474010599776610114e-02,2.284550114987981065e-02,1.843936818891495424e-02
2.134879503441507870e-02,4.669886490114134869e-02,2.165108807517213824e-02,3.116662651780983950e-02
3.393586776114511372e-02,4.117746505437599319e-02,3.705360059985934873e-02,4.406645898353023227e-02
4.749812320061395921e-02,1.849537368394697096e-02,4.321096872794216726e-02,2.982066495759162078e-02
3.498813258633896861e-02,1.508000672775219875e-02,3.534788616850417092e-02,3.517173402353941658e-02
1.538807908920728634e-02,1.454074072942343650e-02,2.664128935287576189e-02,2.978809522109810565e-02
1.947476232334579074e-02,3.676962558892820504e-02,4.319279370537201790e-02,2.132154763241600470e-02
1.296455198118431386e-02,1.095890759591402336e-02,4.949021587136833572e-02,3.344675912311086130e-02
1.220606694292485084e-02,1.281780050083027381e-02,4.281485451816343518e-02,3.302678297634836779e-02
1.320973839153663162e-02,4.213467557115353063e-02,2.810091189893171304e-02,2.282107475689800977e-02
2.655402156049894991e-02,3.786128873187115385e-02,4.561945966866071817e-02,4.729551922501436939e-02
2.298234986012279157e-02,1.227292909584931820e-02,1.596155367311043877e-02,1.139529461858157684e-02
3.298201882452497791e-02,1.884434380305148593e-02,4.191692377817084203e-02,3.413361411471711737e-02
3.539425804118371405e-02,1.060498949473443094e-02,3.249467569466011480e-02,2.087836809326261422e-02
4.865157938569977802e-02,3.292800277200597092e-02,2.282372660368820610e-02,3.161913946793159375e-02
3.065305622287589626e-02,1.927182235024808149e-02,4.578802117384662973e-02,2.189279980535053377e-02
4.790594573703899073e-02,1.618315402085690469e-02,4.128628572429365179e-02,1.922721718105215027e-02
4.957469869843194460e-02,1.982435431945381993e-02,2.043754987712133320e-02,1.330561347417491894e-02
3.870175356202124745e-02,1.367520006357023608e-02,4.254517047620659520e-02,3.540894440751835709e-02
4.604449098907757720e-02,4.586552070380293944e-02,1.890470456848851455e-02,1.624457443298254339e-02
4.692398150163575032e-02,1.536412776833008184e-02,3.798235801133671707e-02,2.233189294151419202e-02
3.914363651017040147e-02,1.950946940771806221e-02,4.738354745204010482e-02,1.831531476277023160e-02
4.119453735294920788e-02,4.417776023878381558e-02,2.995121110302120804e-02,4.868426817770477033e-02
4.602068716752601846e-02,2.475718275417706712e-02,3.341623670669432306e-02,3.878700140660951839e-02
3.606339848309653151e-02,1.427442839285400153e-02,1.289814499267010611e-02,2.934636683050838996e-02
3.765047415039202844e-02,1.515342149440166222e-02,1.101286093246117009e-02,1.504570138306182692e-02
3.558027567660263651e-02,2.491728950791348429e-02,2.046122660374361663e-02,1.276650654197783105e-02
1.258357078741841224e-02,2.292952345949076515e-02,3.975880230644904256e-02,2.505232778265278210e-02
2.143862202368607139e-02,2.814530240524659027e-02,2.964168049566347912e-02,2.242856651339668328e-02
3.366378508582375251e-02,2.154858362632410679e-02,1.582761926739969377e-02,3.092709997799816118e-02
4.675247051553409194e-02,3.566552451853478162e-02,1.173529792258600282e-02,2.094653061885855608e-02
1.617034857798720082e-02,4.661253889173005982e-02,1.066301552493477238e-02,1.463927615279365241e-02
4.133135554926939403e-02,1.533015750763198903e-02,2.680479135399856105e-02,3.146505949079668463e-02
2.807159548253807674e-02,4.761100931946256332e-02,3.416404669023026530e-02,3.434421506418405823e-02
2.976886614600397080e-02,1.188656677220045754e-02,2.706395906196740198e-02,3.757207416062658539e-02
3.383906807371966224e-02,4.476871437382902441e-02,3.492651707213285939e-02,3.577085419522867821e-02
2.997564436893566248e-02,4.264652432213503902e-02,3.676051636221724234e-02,4.635814020334472207e-02
1.025301190717063313e-02,4.030559002701954857e-02,3.839311052488320053e-02,2.041922307668891587e-02
3.237669599694755623e-02,3.839866792617839530e-02,2.891495445920847646e-02,2.500437206372315563e-02
2.613634202152688435e-02,3.598976297816292719e-02,4.510489684471718358e-02,2.641576498269047890e-02
3.783042734564899534e-02,2.301239721119802822e-02,1.505543498693756067e-02,2.032315599846273163e-02
4.784994324411524780e-02,4.727916854262508711e-02,2.347652680590164159e-02,4.423825709322959376e-02
4.011423627194369429e-02,4.634558274396583660e-02,4.619770452731165877e-02,1.239629284319896177e-02
1.422252266879591061e-02,1.610955048242016657e-02,1.668123526670612158e-02,4.849104669626177339e-02
1.965183801309768746e-02,1.153918738962312132e-02,4.407734643725436108e-02,1.787800323261578769e-02
1.435293930805731782e-02,4.648571935187111731e-02,4.151134755113553704e-02,1.359876167531383524e-02
4.215225901774505290e-02,1.342628519486742215e-02,4.431548341508666916e-02,3.805743146820669137e-02
3.322711123715481329e-02,1.435414943126873955e-02,2.450089436845812735e-02,4.307442598431642650e-02
1.526877210679970093e-02,2.742395694263452532e-02,1.143495481915603358e-02,3.158076572480759958e-02
3.470371170585394294e-02,2.979544511516501321e-02,2.362004700657011763e-02,2.562040302544435835e-02
2.098278991021892623e-02,2.326842958846078030e-02,1.473880501040217457e-02,4.372679193359069877e-02
2.398098005060856144e-02,1.923811796905493948e-02,2.814011497804969064e-02,2.490492473414335911e-02
1.119925235916862868e-02,4.071123489986278737e-02,1.660973919560308765e-02,3.588733560323281030e-02
4.065663581421913308e-02,1.671692700294166375e-02,4.015371657031576585e-02,3.880193670623485747e-02
3.684203878166029261e-02,1.487292311197224715e-02,1.163097110379929418e-02,4.204616601872336601e-02
3.078619316456775862e-02,4.537890342458879983e-02,3.218760602825061767e-02,1.973056190359247578e-02
3.319330735250979741e-02,2.941557208485890557e-02,3.281876017988440142e-02,1.028339301012218265e-02
3.934739387592198906e-02,3.053952210650483223e-02,3.158931784201512299e-02,4.990529340212838949e-02
3.734372609103542989e-02,2.344702739424218627e-02,3.958052916550647976e-02,2.700392966236885711e-02
1.317486353589337501e-02,3.856424531701581337e-02,3.213839488340851369e-02,4.102349759538814061e-02
3.009834122919013977e-02,4.159532262953104936e-02,1.970868408954498316e-02,1.567601154244875963e-02
1.646784198613455985e-02,4.572617459702477127e-02,1.410493881302699384e-02,3.496477900285604318e-02
3.016650620127959287e-02,3.042217882347948710e-02,4.797327634559530457e-02,3.268308441297937406e-02
2.814781141261941955e-02,2.851490238933308136e-02,4.083733198141989429e-02,1.491998383027707056e-02
